stat	tf	sign	rank
0.959319705737801	ENSMUSG00000033006_LINE1727_Sox10_D_N1	Distal	59
0.952604779162987	ENSMUSG00000020889_LINE6650_Nr1d1_I_N1	Distal	60
0.952604779162987	ENSMUSG00000021775_LINE6675_Nr1d2_I_N1	Distal	61
0.933903295565032	ENSMUSG00000026815_LINE378_Gfi1b_D	Distal	62
0.922479028346818	ENSMUSG00000035033_LINE1802_Tbr1_D	Distal	63
0.918342026157809	ENSMUSG00000025902_LINE1719_Sox17_D_N1	Distal	64
0.911259094093765	ENSMUSG00000021779_LINE6679_Thrb_I_N2	Distal	65
0.911259094093765	ENSMUSG00000058756_LINE6865_Thra_I_N2	Distal	66
0.905317239836892	ENSMUSG00000003847_LINE1653_Nfat5_I	Distal	67
0.895612894675486	ENSMUSG00000035934_LINE1298_Pknox2_D_N1	Distal	68
0.888769694328246	ENSMUSG00000040732_LINE1033_Erg_D_N1	Distal	69
0.886401285758753	ENSMUSG00000000435_LINE111_Myf5_I_N1	Distal	70
0.882374439167949	ENSMUSG00000051510_LINE237_Mafg_D	Distal	71
0.880543607381987	ENSMUSG00000028163_LINE1660_Nfkb1_I	Distal	72
0.87606143206403	ENSMUSG00000023994_LINE941_Nfya_I	Distal	73
0.876031762237755	ENSMUSG00000031681_LINE7389_Smad1_I_N1	Distal	74
0.876031762237755	ENSMUSG00000021540_LINE17876_Smad5_I_N1	Distal	75
0.876031762237755	ENSMUSG00000027796_LINE17905_Smad9_I_N1	Distal	76
0.875501996279998	NP_0320502_LINE9995_Foxl1_I_N1	Distal	77
0.875501996279998	ENSMUSG00000033713_LINE2786_Foxn3_I_N1	Distal	78
0.875501996279998	ENSMUSG00000034998_LINE2812_Foxn2_I_N1	Distal	79
0.875501996279998	ENSMUSG00000040891_LINE3426_Foxa3_I_N1	Distal	80
0.875501996279998	ENSMUSG00000050397_LINE4117_Foxl2_I_N1	Distal	81
0.875501996279998	ENSMUSG00000051490_LINE4264_Foxd4_I_N1	Distal	82
0.875501996279998	ENSMUSG00000090020_LINE5193_ENSMUSG00000090020_I_N1	Distal	83
0.871908673023525	ENSMUSG00000037992_LINE1624_Rara_D_N1	Distal	84
0.870212616942317	ENSMUSG00000000782_LINE1703_Tcf7_D_N1	Distal	85
0.869457411330536	ENSMUSG00000037992_LINE1626_Rara_D_N1	Distal	86
0.859933395272952	ENSMUSG00000079560_LINE1441_Hoxa3_D_N2	Distal	87
0.853847555149036	ENSMUSG00000022389_LINE183_Tef_D	Distal	88
0.836698629848024	ENSMUSG00000035923_LINE118_Myf6_D_N1	Distal	89
0.821199539305198	ENSMUSG00000079509_LINE916_Zfx_D_N1	Distal	90
0.820553856861751	ENSMUSG00000026491_LINE29_Ahctf1_D	Distal	91
0.81858121902747	ENSMUSG00000015846_LINE1581_Rxra_D_N1	Distal	92
0.812376091540776	ENSMUSG00000045515_LINE1360_Pou3f3_D	Distal	93
0.804781341117331	ENSMUSG00000031688_LINE6320_Pou4f2_I_N1	Distal	94
0.804781341117331	ENSMUSG00000048349_LINE6330_Pou4f1_I_N1	Distal	95
0.799514833921638	ENSMUSG00000025612_LINE191_Bach1_I	Distal	96
0.776953041123831	ENSMUSG00000030380_LINE406_Mzf1_D_N2	Distal	97
0.767985937495387	ENSMUSG00000034161_LINE113_Scx_I	Distal	98
0.767985937495387	ENSMUSG00000068079_LINE162_Tcf15_I	Distal	99
0.760591584626759	ENSMUSG00000059824_LINE252_Dbp_D_N2	Distal	100
0.758593979340053	ENSMUSG00000027544_LINE1659_Nfatc2_I	Distal	101
0.755753837495738	ENSMUSG00000052414_LINE238_Atf7_D	Distal	102
0.755130261632624	ENSMUSG00000036139_LINE1301_Hoxc9_D_N1	Distal	103
0.751679605485437	ENSMUSG00000046532_LINE1631_Ar_D_N1	Distal	104
0.750264834732466	ENSMUSG00000050295_LINE1086_Foxc1_D_N2	Distal	105
0.738306630177787	ENSMUSG00000031870_LINE6833_Pgr_I_N2	Distal	106
0.725431997851926	ENSMUSG00000005442_LINE1706_Cic_D	Distal	107
0.723056359211044	ENSMUSG00000002393_LINE1575_Nr2f6_D_N1	Distal	108
0.721846276568776	ENSMUSG00000040270_LINE222_Bach2_I	Distal	109
0.719562476777299	ENSMUSG00000034271_LINE211_Jdp2_D_N1	Distal	110
0.715577823564269	ENSMUSG00000045903_LINE141_Npas4_I	Distal	111
0.715331824449972	ENSMUSG00000055116_LINE154_Arntl_D	Distal	112
0.712814981148595	ENSMUSG00000028417_LINE220_Tal2_I_N1	Distal	113
0.712814981148595	ENSMUSG00000028717_LINE239_Tal1_I_N1	Distal	114
0.712814981148595	ENSMUSG00000034041_LINE276_Lyl1_I_N1	Distal	115
0.708896831358257	ENSMUSG00000038227_LINE1312_Hoxa9_D_N1	Distal	116
0.708896831358257	NP_0322962_LINE6241_NP_0322962_I_N4	Distal	117
0.708349849911452	ENSMUSG00000022485_LINE1206_Hoxc5_D	Distal	118
0.700954677397433	ENSMUSG00000001288_LINE1567_Rarg_D_N1	Distal	119
0.689322195788836	ENSMUSG00000001288_LINE1568_Rarg_D_N1	Distal	120
0.682713912718161	ENSMUSG00000031870_LINE6829_Pgr_I_N9	Distal	121
0.680653467954856	ENSMUSG00000079994_LINE1777_ENSMUSG00000079994_D_N1	Distal	122
0.666463507219246	ENSMUSG00000021604_LINE1196_Irx4_D	Distal	123
0.665307878702149	ENSMUSG00000035041_LINE213_Creb3l3_I	Distal	124
0.665307878702149	ENSMUSG00000028466_LINE1467_Creb3_I_N1	Distal	125
0.641049267762127	ENSMUSG00000004842_LINE1469_Pou1f1_D_N3	Distal	126
0.636705331771889	ENSMUSG00000042406_LINE226_Atf4_D_N1	Distal	127
0.621936711710508	ENSMUSG00000017950_LINE1591_Hnf4a_D_N1	Distal	128
0.620190272548897	ENSMUSG00000022510_LINE6881_Trp63_I_N2	Distal	129
0.619275979520742	ENSMUSG00000021779_LINE6676_Thrb_I_N1	Distal	130
0.619275979520742	ENSMUSG00000058756_LINE6862_Thra_I_N1	Distal	131
0.61615271503059	ENSMUSG00000042464_LINE1349_Hoxd4_I	Distal	132
0.607606141970885	ENSMUSG00000005698_LINE295_Ctcf_D	Distal	133
0.589291589016246	ENSMUSG00000019803_LINE1594_Nr2e1_D_N1	Distal	134
0.587221709798155	ENSMUSG00000031618_LINE1619_Nr3c2_I	Distal	135
0.587221709798155	ENSMUSG00000031870_LINE6800_Pgr_I_N1	Distal	136
0.586490692703065	ENSMUSG00000068267_LINE946_Cenpb_I	Distal	137
0.573475451264963	ENSMUSG00000025821_LINE373_Zfp282_I	Distal	138
0.572226576303421	ENSMUSG00000033249_LINE1491_Hsf4_I	Distal	139
0.567361615613675	ENSMUSG00000015605_LINE1509_Srf_D	Distal	140
0.565307658038901	ENSMUSG00000002393_LINE1574_Nr2f6_D_N1	Distal	141
0.562834805363537	ENSMUSG00000069171_LINE1637_Nr2f1_D	Distal	142
0.561193288716321	ENSMUSG00000026610_LINE1613_Esrrg_D	Distal	143
0.560979321128778	ENSMUSG00000015522_LINE52_Arnt_D_N2	Distal	144
0.549490957903962	ENSMUSG00000029844_LINE1268_Hoxa1_D	Distal	145
0.545218215150213	ENSMUSG00000051184_LINE606_Zfp524_I	Distal	146
0.543917505561057	ENSMUSG00000023932_LINE1532_Cdc5l_I	Distal	147
0.538564943058653	ENSMUSG00000020538_LINE68_Srebf1_D_N1	Distal	148
0.538313913550028	ENSMUSG00000051038_LINE1376_Rhox11_D_N4	Distal	149
0.533844816970449	ENSMUSG00000022330_LINE339_Osr2_D	Distal	150
0.529930836794267	ENSMUSG00000026630_LINE554_Batf3_I_N1	Distal	151
0.529930836794267	ENSMUSG00000034266_LINE574_Batf_I_N1	Distal	152
0.52795467621056	ENSMUSG00000031870_LINE6835_Pgr_I_N1	Distal	153
0.527719601860818	ENSMUSG00000024927_LINE1657_Rela_D_N1	Distal	154
0.526069713545617	ENSMUSG00000079994_LINE1779_ENSMUSG00000079994_D_N1	Distal	155
0.518431680148649	BAE290471_LINE1209_Cebpd_I_N23	Distal	156
0.518431680148649	ENSMUSG00000056501_LINE246_Cebpb_D_N3	Distal	157
0.516493980379183	ENSMUSG00000045680_LINE140_Tcf21_D_N1	Distal	158
0.513104696626568	ENSMUSG00000025930_LINE83_Msc_D	Distal	159
0.509459672498994	ENSMUSG00000026976_LINE6950_Pax8_I_N1	Distal	160
0.509459672498994	ENSMUSG00000037034_LINE6979_Pax1_I_N1	Distal	161
0.494343603196617	ENSMUSG00000009097_LINE1791_Tbx1_D	Distal	162
0.494343603196617	ENSMUSG00000037477_LINE1803_Tbx10_I	Distal	163
0.490510509594497	ENSMUSG00000043013_LINE2134_Onecut1_I_N1	Distal	164
0.490510509594497	ENSMUSG00000045991_LINE2154_Onecut2_I_N1	Distal	165
0.490241152583969	ENSMUSG00000024563_LINE7363_Smad2_I_N1	Distal	166
0.486315452368387	ENSMUSG00000024137_LINE2393_E4f1_I	Distal	167
0.483895814829864	ENSMUSG00000029771_LINE1501_Irf5_D	Distal	168
0.470691881989762	ENSMUSG00000033837_LINE1060_Foxh1_I	Distal	169
0.467528073222976	ENSMUSG00000036139_LINE1300_Hoxc9_D_N1	Distal	170
0.467528073222976	NP_0322962_LINE6234_NP_0322962_I_N2	Distal	171
0.457600114398437	ENSMUSG00000002325_LINE1495_Irf9_D	Distal	172
0.456910983943034	ENSMUSG00000021779_LINE6682_Thrb_I_N1	Distal	173
0.456910983943034	ENSMUSG00000058756_LINE6868_Thra_I_N1	Distal	174
0.45169291800016	ENSMUSG00000070691_LINE7309_Runx3_I_N2	Distal	175
0.447321248263137	ENSMUSG00000046714_LINE1082_Foxc2_D	Distal	176
0.447321248263137	ENSMUSG00000074676_LINE1105_Foxs1_I	Distal	177
0.446857040121607	ENSMUSG00000048540_LINE148_Nhlh2_D	Distal	178
0.446776864933553	NP_0322962_LINE6263_NP_0322962_I_N4	Distal	179
0.44587459960338	NP_0010765961_LINE6214_NP_0010765961_I_N2	Distal	180
0.442354129753077	ENSMUSG00000049691_LINE1369_Nkx32_D_N2	Distal	181
0.440716276147508	ENSMUSG00000002108_LINE1571_Nr1h3_I	Distal	182
0.440716276147508	ENSMUSG00000060601_LINE1635_Nr1h2_I	Distal	183
0.437828695975435	ENSMUSG00000022484_LINE1205_Hoxc10_D_N1	Distal	184
0.433797362028366	ENSMUSG00000040929_LINE1671_Rfx3_D_N1	Distal	185
0.432694814304835	ENSMUSG00000024497_LINE1213_Pou4f3_D	Distal	186
0.422084478161833	ENSMUSG00000028417_LINE219_Tal2_I_N1	Distal	187
0.422084478161833	ENSMUSG00000028717_LINE238_Tal1_I_N1	Distal	188
0.422084478161833	ENSMUSG00000034041_LINE275_Lyl1_I_N1	Distal	189
0.421463346873106	ENSMUSG00000028201_LINE1244_Lhx8_D_N2	Distal	190
0.418548196789765	ENSMUSG00000000317_LINE277_Bcl6b_D	Distal	191
0.417701272159979	ENSMUSG00000045179_LINE1743_Sox3_D_N1	Distal	192
0.416227399252569	ENSMUSG00000075394_LINE1433_Hoxc4_D	Distal	193
0.414232575225607	ENSMUSG00000032238_LINE1621_Rora_D	Distal	194
0.413732249892038	ENSMUSG00000040632_LINE223_Nrl_I	Distal	195
0.413732249892038	ENSMUSG00000047591_LINE639_Mafa_I_N4	Distal	196
0.413732249892038	ENSMUSG00000055435_LINE664_Maf_I_N4	Distal	197
0.411116720765539	ENSMUSG00000042499_LINE1350_Hoxd11_D	Distal	198
0.410256153175067	ENSMUSG00000002996_LINE1704_Hbp1_D	Distal	199
0.405764299414732	ENSMUSG00000027210_LINE1239_Meis2_D_N1	Distal	200
0.405068215241907	ENSMUSG00000000247_LINE1140_Lhx2_D	Distal	201
0.405068215241907	ENSMUSG00000006200_LINE1164_Rhox6_D	Distal	202
0.405068215241907	ENSMUSG00000019230_LINE1183_Lhx9_D	Distal	203
0.405068215241907	ENSMUSG00000034968_LINE1292_Lbx2_D	Distal	204
0.405068215241907	ENSMUSG00000068048_LINE1412_Rhox9_I	Distal	205
0.40120891062276	ENSMUSG00000032015_LINE1279_Pou2f3_D	Distal	206
0.400433326751543	ENSMUSG00000025902_LINE1717_Sox17_D_N1	Distal	207
0.398603343684516	ENSMUSG00000012520_LINE1173_Phox2b_D	Distal	208
0.385862862332099	ENSMUSG00000015846_LINE1583_Rxra_D_N1	Distal	209
0.384874001052094	ENSMUSG00000020644_LINE69_Id2_D	Distal	210
0.384874001052094	ENSMUSG00000042745_LINE133_Id1_I	Distal	211
0.384633991323645	ENSMUSG00000032481_LINE6526_Smarcc1_I_N2	Distal	212
0.379142701001049	ENSMUSG00000026751_LINE6729_Nr5a1_I_N1	Distal	213
0.371536292894511	ENSMUSG00000031734_LINE1274_Irx3_D_N2	Distal	214
0.371288368885064	ENSMUSG00000035187_LINE1293_Nkx61_D	Distal	215
0.371288368885064	NP_0832781_LINE6276_NP_0832781_I_N11	Distal	216
0.369916820309107	ENSMUSG00000037992_LINE1627_Rara_D_N1	Distal	217
0.36747755740179	ENSMUSG00000029646_LINE1259_Cdx2_D	Distal	218
0.365014121647216	ENSMUSG00000014767_LINE1805_Tbp_D	Distal	219
0.365014121647216	ENSMUSG00000061809_LINE1806_Tbpl2_I	Distal	220
0.363260237138969	ENSMUSG00000036144_LINE1302_Meox2_D	Distal	221
0.360278558400615	ENSMUSG00000022508_LINE342_Bcl6_D_N1	Distal	222
0.35903705800633	ENSMUSG00000022641_LINE1712_Bbx_D	Distal	223
0.356479442495992	ENSMUSG00000033016_LINE1662_Nfatc1_I	Distal	224
0.356084868652979	ENSMUSG00000052534_LINE1382_Pbx1_D	Distal	225
0.354664316730896	ENSMUSG00000022510_LINE6883_Trp63_I_N1	Distal	226
0.354208758855551	ENSMUSG00000024515_LINE7357_Smad4_I_N1	Distal	227
0.353269265007681	ENSMUSG00000022556_LINE1490_Hsf1_I	Distal	228
0.35276222125831	ENSMUSG00000059689_LINE696_Zfp637_D	Distal	229
0.349127676311052	ENSMUSG00000005373_LINE126_Mlxipl_I_N1	Distal	230
0.3486400501281	ENSMUSG00000037992_LINE1625_Rara_D_N1	Distal	231
0.343556557261502	ENSMUSG00000024563_LINE7364_Smad2_I_N1	Distal	232
0.343556557261502	ENSMUSG00000027796_LINE17908_Smad9_I_N1	Distal	233
0.342081768515995	ENSMUSG00000022061_LINE1201_Nkx31_D_N2	Distal	234
0.340257132087757	ENSMUSG00000019803_LINE1593_Nr2e1_D_N1	Distal	235
0.335832158139916	ENSMUSG00000031965_LINE1799_Tbx20_D	Distal	236
0.335398521443026	ENSMUSG00000040841_LINE5790_Six5_I_N4	Distal	237
0.334245353480247	ENSMUSG00000031688_LINE6329_Pou4f2_I_N1	Distal	238
0.334245353480247	ENSMUSG00000048349_LINE6339_Pou4f1_I_N1	Distal	239
0.332407257241625	ENSMUSG00000024619_LINE1215_Cdx1_D	Distal	240
0.332407257241625	ENSMUSG00000031326_LINE1271_Cdx4_I	Distal	241
0.330995245051195	ENSMUSG00000034271_LINE210_Jdp2_D_N1	Distal	242
0.330057192924747	ENSMUSG00000047638_LINE6853_Nr1h4_I_N1	Distal	243
0.330057192924747	ENSMUSG00000048938_LINE6860_Nr1h5_I_N1	Distal	244
0.329845125754429	ENSMUSG00000022346_LINE75_Myc_D	Distal	245
0.327803429386891	ENSMUSG00000041730_LINE5895_Prrxl1_I_N1	Distal	246
0.323687121354325	ENSMUSG00000020167_LINE65_Tcf3_D_N1	Distal	247
0.323081585178919	ENSMUSG00000039656_LINE1628_Rxrb_D_N1	Distal	248
0.322076816549137	ENSMUSG00000018554_LINE2089_Ybx2_I_N1	Distal	249
0.322076816549137	ENSMUSG00000028639_LINE2093_Ybx1_I_N1	Distal	250
0.322076816549137	ENSMUSG00000030189_LINE2097_Csda_I_N1	Distal	251
0.317344683972273	ENSMUSG00000059552_LINE1641_Trp53_D_N1	Distal	252
0.315992999404297	ENSMUSG00000001103_LINE1145_Sebox_D	Distal	253
0.311788101089894	ENSMUSG00000056493_LINE1097_Foxk1_D_N1	Distal	254
0.311788101089894	NP_0011820571_LINE9930_Gm5294_I_N3	Distal	255
0.310203547658654	ENSMUSG00000026976_LINE6976_Pax8_I_N1	Distal	256
0.310203547658654	ENSMUSG00000037034_LINE7004_Pax1_I_N1	Distal	257
0.309046282840255	ENSMUSG00000024955_LINE1608_Esrra_D_N1	Distal	258
0.308356687961728	ENSMUSG00000001815_LINE1155_Evx2_D	Distal	259
0.306631809563546	ENSMUSG00000026638_LINE1500_Irf6_D	Distal	260
0.306063934003732	ENSMUSG00000063659_LINE743_Zfp238_I	Distal	261
0.30504834226163	ENSMUSG00000030753_LINE1815_Prkrir_I	Distal	262
0.302206982926685	ENSMUSG00000027684_LINE385_Mecom_D	Distal	263
0.301501177353347	ENSMUSG00000044807_LINE521_Zfp354c_I	Distal	264
0.300517744236532	ENSMUSG00000021359_LINE2_Tcfap2a_D_N1	Distal	265
0.296533570115664	ENSMUSG00000045591_LINE138_Olig3_D	Distal	266
0.295635586508366	NP_0011820571_LINE9910_Gm5294_I_N5	Distal	267
0.295635586508366	NP_0320502_LINE10033_Foxl1_I_N5	Distal	268
0.295635586508366	ENSMUSG00000040891_LINE3464_Foxa3_I_N5	Distal	269
0.295635586508366	ENSMUSG00000050397_LINE4158_Foxl2_I_N5	Distal	270
0.295635586508366	ENSMUSG00000051490_LINE4306_Foxd4_I_N5	Distal	271
0.289938814209132	ENSMUSG00000019878_LINE1489_Hsf2_I	Distal	272
0.288995821027743	ENSMUSG00000053129_LINE1384_Gsx1_I	Distal	273
0.287822120648188	ENSMUSG00000038539_LINE594_Atf5_I_N1	Distal	274
0.286466468173429	ENSMUSG00000015839_LINE175_Nfe2l2_D	Distal	275
0.285048523434642	ENSMUSG00000021359_LINE1_Tcfap2a_D_N1	Distal	276
0.284164232419597	ENSMUSG00000021055_LINE1597_Esr2_I	Distal	277
0.283537258298457	ENSMUSG00000024985_LINE1715_Tcf7l2_D	Distal	278
0.283256359475015	ENSMUSG00000025927_LINE5_Tcfap2b_D	Distal	279
0.281206913152845	ENSMUSG00000038615_LINE215_Nfe2l1_I	Distal	280
0.281206913152845	ENSMUSG00000029832_LINE1491_Nfe2l3_I_N2	Distal	281
0.280951565024444	ENSMUSG00000000435_LINE112_Myf5_I_N1	Distal	282
0.280764143739104	NP_0011820571_LINE9907_Gm5294_I_N1	Distal	283
0.280764143739104	NP_0320502_LINE10030_Foxl1_I_N1	Distal	284
0.280764143739104	ENSMUSG00000040891_LINE3461_Foxa3_I_N1	Distal	285
0.280764143739104	ENSMUSG00000051490_LINE4303_Foxd4_I_N1	Distal	286
0.279998953538998	ENSMUSG00000079994_LINE1775_ENSMUSG00000079994_D_N1	Distal	287
0.2799022744607	ENSMUSG00000052684_LINE240_Jun_D	Distal	288
0.279682346649945	ENSMUSG00000055053_LINE1700_Nfic_I	Distal	289
0.27788104479568	ENSMUSG00000052942_LINE1545_Glis3_I_N3	Distal	290
0.277604533640047	ENSMUSG00000021255_LINE1599_Esrrb_D_N3	Distal	291
0.272832438714075	ENSMUSG00000078236_LINE1487_Pou3f1_D_N2	Distal	292
0.27068679844971	XP_0014735742_LINE1686_IRC900814_D_N3	Distal	293
0.270551134446359	ENSMUSG00000051367_LINE1380_Six1_D	Distal	294
0.269717744252959	ENSMUSG00000072678_LINE1425_Cphx_D	Distal	295
0.268618044955789	ENSMUSG00000027985_LINE1723_Lef1_D	Distal	296
0.26802014425431	ENSMUSG00000047591_LINE643_Mafa_I_N1	Distal	297
0.26802014425431	ENSMUSG00000055435_LINE668_Maf_I_N1	Distal	298
0.267869031270502	BAE290471_LINE1211_Cebpd_I_N2	Distal	299
0.266272080834021	ENSMUSG00000035277_LINE1294_Arx_D_N1	Distal	300
0.265344581947321	ENSMUSG00000031902_LINE1661_Nfatc3_I	Distal	301
0.265344581947321	ENSMUSG00000023411_LINE7035_Nfatc4_I_N10	Distal	302
0.264760518382811	ENSMUSG00000000093_LINE1787_Tbx2_D_N1	Distal	303
0.262364381761359	ENSMUSG00000038718_LINE1318_Pbx3_I	Distal	304
0.261830956899026	ENSMUSG00000029553_LINE98_Tcfec_D_N2	Distal	305
0.261427856565063	ENSMUSG00000051251_LINE151_Nhlh1_I	Distal	306
0.25673068287121	ENSMUSG00000015579_LINE1178_Nkx25_D_N1	Distal	307
0.25673068287121	ENSMUSG00000032318_LINE1281_Isl2_D	Distal	308
0.25673068287121	ENSMUSG00000042258_LINE1347_Isl1_I	Distal	309
0.25673068287121	ENSMUSG00000048450_LINE1363_Msx1_D	Distal	310
0.25332421216475	ENSMUSG00000031706_LINE1668_Rfx1_D	Distal	311
0.253139808606382	ENSMUSG00000068302_LINE1413_Noto_D	Distal	312
0.249392629461218	ENSMUSG00000070691_LINE7312_Runx3_I_N3	Distal	313
0.248978800425949	ENSMUSG00000030256_LINE106_Bhlhe41_D	Distal	314
0.248235618957731	ENSMUSG00000015843_LINE1580_Rxrg_D	Distal	315
0.246984555793992	ENSMUSG00000056829_LINE1099_Foxb2_I	Distal	316
0.246984555793992	ENSMUSG00000059246_LINE1100_Foxb1_D	Distal	317
0.243582039173473	ENSMUSG00000052621_LINE1383_Pou3f2_D	Distal	318
0.243293525330278	ENSMUSG00000020037_LINE1665_Rfx4_D	Distal	319
0.242114087263712	ENSMUSG00000026735_LINE87_Ptf1a_I	Distal	320
0.237515505597108	ENSMUSG00000001988_LINE41_Npas1_I	Distal	321
0.237515505597108	ENSMUSG00000019913_LINE60_Sim1_I	Distal	322
0.237515505597108	ENSMUSG00000021010_LINE71_Npas3_I	Distal	323
0.237515505597108	ENSMUSG00000062713_LINE160_Sim2_I	Distal	324
0.237067661834594	NP_0322962_LINE6265_NP_0322962_I_N2	Distal	325
0.234590237510136	ENSMUSG00000041703_LINE493_Zic5_D	Distal	326
0.23314236865721	ENSMUSG00000039164_LINE1505_Naif1_I	Distal	327
0.231425623452621	ENSMUSG00000047591_LINE638_Mafa_I_N1	Distal	328
0.231425623452621	ENSMUSG00000055435_LINE663_Maf_I_N1	Distal	329
0.230547777419608	ENSMUSG00000026976_LINE6970_Pax8_I_N1	Distal	330
0.230547777419608	ENSMUSG00000037034_LINE6998_Pax1_I_N1	Distal	331
0.227182318463529	ENSMUSG00000001504_LINE1148_Irx2_D	Distal	332
0.226960923764171	ENSMUSG00000000282_LINE38_Mnt_D	Distal	333
0.225384970934715	ENSMUSG00000015846_LINE1582_Rxra_D_N1	Distal	334
0.224391901836534	ENSMUSG00000046518_LINE143_Ferd3l_I	Distal	335
0.221787428661193	ENSMUSG00000050368_LINE1374_Hoxd10_D	Distal	336
0.220894141879172	ENSMUSG00000027434_LINE1240_Nkx22_D	Distal	337
0.220747725103631	ENSMUSG00000025912_LINE1535_Mybl1_D	Distal	338
0.216884469802757	ENSMUSG00000025902_LINE1718_Sox17_D_N1	Distal	339
0.216171339574945	NP_0328751_LINE1488_Pit1_D_N4	Distal	340
